"","res_list.IN_2.pvalue","res_list.IN_1.pvalue","res_list.IN.pvalue","res_list.nIN_1.pvalue","res_list.nIN.pvalue","res_list.nEN_1.pvalue","res_list.nEN.pvalue","res_list.IPC.pvalue","res_list.MGE.pvalue","res_list.RG.pvalue","Mean"
"LINC01748",0.0902483838082689,0.502464045726218,0.191136312500054,0.285446774585487,0.985885108970853,0.247487453652056,0.276254771611094,0.386040048356861,0.120173989363379,0.909448652444785,0.399458554101906
"AC099792.1",0.103275228204642,0.582850114527463,0.378865741226769,0.464172503925577,0.420548875695941,0.0099820844408182,0.302748173186669,0.459148946188976,0.286301563779046,0.862564938392518,0.387045816956842
"NFIA",0.994818901721348,0.90987757546459,0.197397218339955,0.864035570192472,0.577366936764417,0.0920256410780712,0.14018940371178,0.307070740187216,0.567401686303299,0.431627248219632,0.508181092198278
"NFIA-AS2",0.110405186520517,0.982760643377407,0.302858849424543,0.464811528680337,0.323846180246945,0.0377309402306955,0.224675843428041,0.281613238033183,0.926812532812627,0.734496505378789,0.439001144813308
"TM2D1",0.683164947069718,0.971473461880554,0.789764495958873,0.00699549766836876,0.994850590850277,0.315860458701385,0.540905238060509,0.557811519060281,0.758754984608146,0.953011109310321,0.657259230316843
"PATJ",0.474868003755855,0.893822016037656,0.0276332491986396,0.0420501708358044,0.561497996125129,0.148913259153926,0.555524663200788,0.835889379546567,0.895536752538085,0.952667398817823,0.538840288921027
"USP1",0.927718791211602,0.849750393394475,0.456797496210728,0.593890692679772,0.636570505035971,0.135366852877643,0.817096371950008,0.422525156993575,0.32681202667779,0.422098600539353,0.558862688757092
"DOCK7",0.513879867849388,0.661027055150525,0.90817895587527,0.0110352281441755,0.799257349152969,0.721823527929761,0.952332661062774,0.427632686242437,0.293576088983619,0.111013957573802,0.539975737796472
"ATG4C",0.853454309384851,0.331200788414498,0.805932888868087,0.161252979006851,0.679482794625503,0.855551869151016,0.670176009508489,0.777174858302088,0.734955323635566,0.942663205537007,0.681184502643395
"ALG6",0.725847257387654,0.863726638534891,0.545596031986166,0.970832514565916,0.595204502545985,0.606353800577355,0.910391035742734,0.992371337457143,0.536578644008012,0.563862704636114,0.731076446744197
"ITGB3BP",0.619319828263979,0.426490316701625,0.399242929491172,0.504929518413419,0.27083674144991,0.780480907904815,0.302739195380709,0.471795532603212,0.96380065057776,0.348350400303184,0.508798602108979
"EFCAB7",0.410868817651067,0.367477391004971,0.0906993769794808,0.808245874409209,0.584951595232685,0.909711673103185,0.617879198335519,0.973845722924838,0.658876846894599,0.292523387761293,0.571507988429685
"PGM1",0.0441145194078659,0.0357272729038408,0.386885916052129,0.156988702102949,0.176403089745433,0.140021971492038,0.703590425600981,0.970261895026185,0.00735643656874503,0.283729818149305,0.290508004704947
"ROR1",0.0935133905785797,0.148502033932714,0.20732879767609,0.820165389446065,0.841049912363879,0.676313265500218,0.13575578979494,0.888723254618518,0.00243717294527521,0.186987826669201,0.400077683352548
"CACHD1",0.192201904169055,0.536983266863387,0.0564480395050223,0.0171748557191727,0.362342262076555,0.0198697057203659,0.239413042111676,0.0494556732477125,1.58930091218382e-07,2.7429270101001e-06,0.147389165127005
"RAVER2",0.80303115585788,0.941988685591627,0.134527211577269,0.210462012662677,0.88004908224507,0.913514351043462,0.364851186032506,0.96755680077055,0.0523937678963404,0.66122440064191,0.592959865431929
"JAK1",0.378451802701412,0.917173932087812,0.931057297695862,0.937945778421652,0.909164778222549,0.700216674709763,0.980661532849731,0.636788937340133,0.531166269509831,0.690660010229494,0.761328701376824
"AK4",0.0141294327246655,0.120123263025319,0.390166007602596,0.302900804773889,0.248664620104009,0.20299028308303,0.760785783087412,0.213944858797645,0.285073091465461,0.758302711895025,0.329708085655905
"DNAJC6",0.741488353541364,0.130974307039369,0.714109372215253,0.669748674111714,0.529663587485553,0.584154093669833,0.689976475756632,0.401776224670664,0.02313379493872,0.0905343979828702,0.457555928141197
"AL139294.1",0.662079663593335,0.76896349141633,0.59329859039901,0.726383703775854,0.804472397100315,0.0322225303343846,0.461030203146289,0.598941510765356,0.583868401258885,0.33021522143325,0.556147571322301
"LEPROT",0.623448646996667,0.687757063055549,0.672609418947578,0.758294062532003,0.965751199451997,0.245144685968915,0.378345112210244,0.672714416815303,0.260199022302355,0.349211434604481,0.561347506288509
"LEPR",0.711697652916653,0.217290797157013,0.342754623154939,0.802623671416494,0.217547243192516,0.0799409443884412,0.389359205254112,0.93373834134558,0.987906084490711,0.692314176672413,0.537517273998887
"PDE4B",0.0674150896304388,0.72070036301936,0.0268306833933629,0.828196848686393,0.269398899840373,0.0465176199439369,0.877147912819583,0.0509862369214311,0.950966573147006,0.189991380996513,0.40281516083984
"SGIP1",0.823354096024723,0.707565867496013,0.772781662231349,0.512397138377437,0.164151364552744,0.785858712504567,0.900585571078407,0.161262716939138,0.241978616243945,0.0359560346800891,0.510589178012841
"AL139147.1",0.54874652886185,0.0926399195568394,0.554401930144485,0.376251858861253,0.0526949339727461,0.582854439740341,0.584981101134862,0.64903780384723,0.55517682237945,0.654661010163323,0.465144634866238
"WDR78",0.35831628446989,0.939222081906224,0.591909918070961,0.435296436705247,0.396448074643945,0.263728832859868,0.559878635190186,0.65357140306077,0.21897068583545,0.776377069314749,0.519371942205729
"MIER1",0.023489176350225,0.0867696869097717,0.787987442402523,0.468575400811463,0.833013459995181,0.660430617954416,0.847650976369575,0.771966023717328,0.0233475247439826,0.712782714756416,0.521601302401088
"SLC35D1",0.616447274426478,0.442930350585001,0.653643854451768,0.413168137917085,0.263918685604578,0.994695110970561,0.993646774184503,0.456638054986651,0.393271432749252,0.736648811419776,0.596500848729565
"IL12RB2",0.716467183477729,0.427399864160011,0.0231652316772302,0.804520146672078,0.591409222975409,0.664579930983187,0.277857539461717,0.0632085997466438,0.0419050708215049,0.119837449922957,0.373035023989847
"SERBP1",0.685641558220599,0.889904754426131,0.478533584799787,0.166966328364415,0.785333807103888,0.813186120592863,0.490749893454707,0.921691066740426,0.00699928848222365,0.0272790743626945,0.526628547654774
"GADD45A",0.283560874093125,0.544659769773205,0.0350826900082165,0.0800420388373132,0.133767189714396,0.972492163462407,0.476022289443122,0.778098748675187,0.244184088984485,0.233296713736032,0.378120656672749
"GNG12",0.061618034998106,0.202245642901522,0.0103070097553137,0.0451863115404985,0.267752926724679,0.0439860376513238,0.0755776887441091,0.495438551539721,0.0100924927612242,0.0494570390625161,0.126166173567901
"GNG12-AS1",0.0322650788127997,0.295527346181835,0.839681554405157,0.0280587481683972,0.520671258994978,0.408485736327174,0.40216505191435,0.0127039819568301,0.0409075188886473,0.000349981071997561,0.258081625672217
"DIRAS3",0.894544128871217,0.168646502279486,0.976204428551801,0.159262792013844,0.768717430942554,0.509488177872721,0.285307104724603,0.223472601421542,0.254661567132291,0.546258793602611,0.478656352741267
"WLS",0.0150265250943356,0.344684715383534,0.761308661501141,0.0100595108536005,0.331395691681138,0.213861580083725,0.53592081130622,0.00451481298693141,0.484547998913557,0.00107897490607426,0.270239928271026
"RPE65",0.421812876109908,0.248927013547006,0.294066224197679,0.95062235793555,0.32725812097998,0.239462975858704,0.844694741233004,0.280226158507241,0.316451597709712,0.389562785918633,0.431308485199742
"DEPDC1",0.773809329576342,0.623855939681605,0.932284458840852,0.29210785959724,0.433798906431832,0.520541596199499,0.663353430847054,0.661207981500567,0.363916530230842,0.35992450411392,0.562480053701975
"AL033530.1",0.0415094954045961,0.182974648716073,0.703330535688899,0.393831358127047,0.333415471977432,0.331619989582517,0.454617888298428,0.760547159354483,0.985302193691953,0.585987134532832,0.477313587537426
"LINC01707",0.688411252443398,0.310061077741087,0.554390770956912,1,0.620816741929195,0.163979464562891,0.934112307376518,0.834187838810024,0.0277639723589418,0.609384046119785,0.574310747229875
"LRRC7",0.0652582942408755,0.66080700858904,0.228809767142031,0.381701526818965,0.842529507628051,0.610024841326376,0.917785773685536,0.0470305473590387,0.530540963003759,0.581187234515636,0.486567546430931
"LRRC40",0.700988431560783,0.810183639972208,0.441608088436759,0.77426518962156,0.270753561596703,0.650865073479134,0.835433799660989,0.872641144318998,0.271467727496916,0.58672061246492,0.621492726860897
"SRSF11",0.963235202465282,0.732062404263145,0.62654177866285,0.834670788891366,0.735996249948727,0.718121626764901,0.555028081608935,0.533295725575916,0.611039460208751,0.631729453765682,0.694172077215556
"ANKRD13C",0.31846595294432,0.511113615570232,0.345291154074744,0.32439649504672,0.070931610757809,0.803071727641771,0.294501342546602,0.380030351458061,0.952882848431847,0.130817740140889,0.4131502838613
"HHLA3",0.505090523218351,0.465873600704284,0.594049136665373,0.637113678140844,0.35392813966337,0.138576193763911,0.645358225437876,0.925340861955079,0.401275696129349,0.484319486433068,0.51509255421115
"CTH",0.570917363829691,0.0627554041542774,0.170131170465527,0.627267272311549,0.139914435737948,0.745672993879358,0.932764192612244,0.385714304725106,0.535511448160625,0.661738977413908,0.483238756329023
"ZRANB2",0.880056370341143,0.398500925614982,0.72721442867902,0.850027761561588,0.562947472008494,0.261684544358398,0.907821187403466,0.802410694000733,0.263410474115599,0.954191902495684,0.660826576057911
"ZRANB2-AS2",0.23140721111301,0.609614229418264,0.879858919743804,0.450414419614047,0.687633841310762,0.196994035394621,0.708923437875528,0.544945182141206,0.823787104536355,0.491607526051605,0.56251859071992
"NEGR1",0.000939920907513593,0.650371028492095,0.50039095475619,0.651997115687206,0.311627829322808,0.0697083836016508,0.810215192830101,0.942208234079471,0.268338949089181,0.421217106539563,0.462701471530578
"AL354949.1",0.13185157338151,0.98036798166988,0.952195035372624,0.19715022973373,0.0823511917292638,0.27089594734467,0.339756628813422,0.447349107940514,0.0297974810187842,0.876822720919434,0.430853789792383
"AL513166.1",0.20145863799665,0.179832448536836,0.271943867986038,0.662403043940499,0.0146696256930518,0.976656822402935,0.413412402126178,0.0801128212696496,0.0934319404213597,0.903705913135277,0.379762752350847
"AL583808.1",0.28300780403074,0.0735437859127558,0.371389873395271,0.966734095236309,0.0762569808145781,0.292279046632513,0.112729062939453,0.0145463737570208,0.0347477297658864,0.151892566427271,0.23771273189118
"FPGT",0.483888311789569,0.624744857912521,0.130874274185694,0.838701581262626,0.10119617832555,0.61596314912434,0.628565538234212,0.56637942616474,0.460534976191408,0.545219804881759,0.499606809807242
"TNNI3K",0.564533434132904,0.512446216422184,0.689101769197645,0.951256397712497,0.00288470099594721,0.368780733723002,0.611416160138348,0.939680902306597,0.47105785447773,0.848377038825704,0.595953520793256
"CRYZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TYW3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLC44A5",0.971625536012685,0.363123634684982,0.485045935773144,0.978874211237315,0.27254267905954,0.223074137065652,0.778818009331217,0.935005046607667,0.378281809187152,0.283016925183,0.566940792414235
"ACADM",0.832126834352702,0.66061611856712,0.987825690102541,0.184559681485491,0.238011479061511,0.495088861073056,0.606163729947681,0.535510966414144,0.07612524113186,0.62436698006332,0.524039558219943
"RABGGTB",0.616414140545495,0.562760650221449,0.93584867275172,0.88016054165507,0.735953665675735,0.588335380130139,0.682543280520579,0.837605795389769,0.906433237639183,0.501370251774553,0.724742561630369
"ST6GALNAC3",0.498887651416812,0.983241516037449,0.331505113267022,0.063962875296987,0.953378823918666,0.699306538697051,0.501550104427992,0.544598925182981,0.130998943610332,0.269593226804097,0.497702371865939
"ST6GALNAC5",0.212687277002711,0.0257718234854058,0.319639961294552,0.950826044616548,0.391157207928597,0.0163055946566427,0.20107453133476,0.49533544132188,0.244929368789486,0.231618452246613,0.30893457026772
"AL035409.1",0.484591362774121,0.600772819701902,0.239063830589926,0.359644289921899,0.743937938291549,0.016232752763622,0.972457355653491,0.432118501474306,0.46174513494775,0.355072724928023,0.466563671104659
"PIGK",0.788049551467183,0.382280413624796,0.736317590321323,0.464174504915608,0.24565822459749,0.941443205716958,0.64015323145018,0.379524895362958,0.860341838655854,0.673030008052735,0.611097346416508
"AK5",0.0699734332050414,0.512856970140669,0.337880678639257,0.00985434384578773,0.361142689129605,0.599279583027731,0.769390563853045,0.880319188770987,0.00403991658116993,3.79321662000466e-07,0.354473774651496
"AC118549.1",0.65776222454393,0.719976291084323,0.853237558648395,0.479003690417279,0.761035619818892,0.678201468779095,0.97845068051887,0.743580630849498,0.368758609426622,0.308029696145339,0.654803647023224
"USP33",0.249455158636977,0.466369888274689,0.600580027825455,0.712580797520419,0.967360070824606,0.438512505804368,0.299664596874648,0.830811516271192,0.0808449811997908,0.11031742375262,0.475649696698476
"MIGA1",0.678038248731906,0.643598736662982,0.778591608007647,0.611617898180173,0.590091949870627,0.296551226562494,0.983527771224248,0.39266748718516,0.613690982807307,0.482322190887108,0.607069810011965
"NEXN",0.564244891087087,0.557497569838009,0.350281519964841,0.166414803568173,0.619247312661752,0.267987916994188,0.698370618062748,0.841013863426048,0.00922045306038926,0.0101234382978212,0.408440238696106
"FUBP1",0.404679547912714,0.291870765457939,0.217009467736499,0.103528675831616,0.689736031595093,0.0891532398488119,0.60095294001141,0.220251793126145,0.0599104718498974,0.106735356693061,0.278382829006319
"DNAJB4",0.952620155260528,0.717819419520541,0.974285203581053,0.907841239423852,0.844261069079892,0.512545016794218,0.746977909099617,0.785814649083331,0.754620573792519,0.906820005167437,0.810360524080299
"GIPC2",0.410983992569554,0.939315267374096,0.999985508082666,0.203993384574665,0.80959978899884,0.137017351397416,0.387349586417078,0.579351012028313,0.943797726845855,0.811210647612382,0.622260426590087
"IFI44L",0.0504311701959994,0.536119910273897,0.365453497525924,0.563118772031542,0.718488949850898,0.980058721911119,0.822798461482881,0.921303519745159,0.104330665661663,0.789014587304043,0.585111825598313
"IFI44",0.842671234017817,0.496891146781914,0.781449004677722,0.792934756673974,0.32250556970866,0.975811048439539,0.507549243016665,0.556633113326108,0.515274865547107,0.878544407518276,0.667026438970778
"ADGRL2",0.200587763010629,0.777048994202159,0.017573665603532,0.901481565870433,0.856691106431944,0.478149458216337,0.989289755113435,0.804872021608141,0.652603857420282,0.00374352915584146,0.568204171663273
"AC117944.1",0.326540380995573,0.66191941431446,0.442818411770389,0.743240653993694,0.658371218530748,0.939997627911788,0.940933696636848,0.855106411664023,0.726450550366885,0.00429200065109291,0.62996703668355
"LINC01362",0.0630416667872486,0.279748385149161,0.826007500101389,0.920578349035776,0.135199711539671,0.391016936124315,0.404016678563537,0.59522458633895,0.422503962484883,0.99783780518342,0.503517558130835
"TTLL7",0.732184807560632,0.374225064155517,0.914749288374305,0.703131607245999,0.767458863006196,0.813054878896073,0.717499830030046,0.607823475113859,0.00250737133268635,0.275470393687532,0.590810557940284
