Gene	UniProtID	Name	GO_Term_ID	GO_Term_Name	Taxonomy_IDs	Taxonomy_Name
TSKU	UniProtKB:Q8WUA8	Tsukushi	GO:0021960	anterior commissure morphogenesis	GO:0120036|GO:0060322|GO:0021955|GO:0021537|GO:0007275|GO:0120039|GO:0032990|GO:0030030|GO:0007399|GO:0048812|GO:0048856|GO:0021952|GO:0009653|GO:0021953|GO:0022008|GO:0048513|GO:0021954|GO:0048699|GO:0048858|GO:0030900|GO:0032989|GO:0007409|GO:0032502|GO:0032501|GO:0008150|GO:0061564|GO:0000904|GO:0031175|GO:0030182|GO:0000902|GO:0048667|GO:0007420|GO:0048468|GO:0048666|GO:0021960|GO:0048869|GO:0009987|GO:0007417|GO:0048731|GO:0016043|GO:0030154|GO:0071840	plasma membrane bounded cell projection organization|head development|central nervous system neuron axonogenesis|telencephalon development|multicellular organism development|plasma membrane bounded cell projection morphogenesis|cell part morphogenesis|cell projection organization|nervous system development|neuron projection morphogenesis|anatomical structure development|central nervous system projection neuron axonogenesis|anatomical structure morphogenesis|central nervous system neuron differentiation|neurogenesis|animal organ development|central nervous system neuron development|generation of neurons|cell projection morphogenesis|forebrain development|cellular component morphogenesis|axonogenesis|developmental process|multicellular organismal process|biological_process|axon development|cell morphogenesis involved in differentiation|neuron projection development|neuron differentiation|cell morphogenesis|cell morphogenesis involved in neuron differentiation|brain development|cell development|neuron development|anterior commissure morphogenesis|cellular developmental process|cellular process|central nervous system development|system development|cellular component organization|cell differentiation|cellular component organization or biogenesis
TSKU	UniProtKB:Q8WUA8	Tsukushi	GO:0021540	corpus callosum morphogenesis	GO:0120036|GO:0060322|GO:0021955|GO:0021537|GO:0007275|GO:0120039|GO:0032990|GO:0030030|GO:0007399|GO:0048812|GO:0048856|GO:0021952|GO:0009653|GO:0021953|GO:0022008|GO:0048513|GO:0021954|GO:0048699|GO:0048858|GO:0030900|GO:0032989|GO:0007409|GO:0032502|GO:0032501|GO:0008150|GO:0061564|GO:0000904|GO:0031175|GO:0030182|GO:0000902|GO:0048667|GO:0007420|GO:0048468|GO:0048666|GO:0021540|GO:0048869|GO:0009987|GO:0022038|GO:0007417|GO:0048731|GO:0016043|GO:0030154|GO:0071840	plasma membrane bounded cell projection organization|head development|central nervous system neuron axonogenesis|telencephalon development|multicellular organism development|plasma membrane bounded cell projection morphogenesis|cell part morphogenesis|cell projection organization|nervous system development|neuron projection morphogenesis|anatomical structure development|central nervous system projection neuron axonogenesis|anatomical structure morphogenesis|central nervous system neuron differentiation|neurogenesis|animal organ development|central nervous system neuron development|generation of neurons|cell projection morphogenesis|forebrain development|cellular component morphogenesis|axonogenesis|developmental process|multicellular organismal process|biological_process|axon development|cell morphogenesis involved in differentiation|neuron projection development|neuron differentiation|cell morphogenesis|cell morphogenesis involved in neuron differentiation|brain development|cell development|neuron development|corpus callosum morphogenesis|cellular developmental process|cellular process|corpus callosum development|central nervous system development|system development|cellular component organization|cell differentiation|cellular component organization or biogenesis
TSKU	UniProtKB:Q8WUA8	Tsukushi	GO:0021670	lateral ventricle development	GO:0008150|GO:0060322|GO:0021537|GO:0007275|GO:0048856|GO:0007399|GO:0048513|GO:0007420|GO:0021591|GO:0021670|GO:0007417|GO:0030900|GO:0048731|GO:0032502|GO:0032501	biological_process|head development|telencephalon development|multicellular organism development|anatomical structure development|nervous system development|animal organ development|brain development|ventricular system development|lateral ventricle development|central nervous system development|forebrain development|system development|developmental process|multicellular organismal process
TSKU	UniProtKB:Q8WUA8	Tsukushi	GO:0021766	hippocampus development	GO:0008150|GO:0060322|GO:0021537|GO:0007275|GO:0048856|GO:0007399|GO:0021766|GO:0048513|GO:0007420|GO:0021761|GO:0021543|GO:0007417|GO:0030900|GO:0048731|GO:0032502|GO:0032501	biological_process|head development|telencephalon development|multicellular organism development|anatomical structure development|nervous system development|hippocampus development|animal organ development|brain development|limbic system development|pallium development|central nervous system development|forebrain development|system development|developmental process|multicellular organismal process
TSKU	UniProtKB:Q8WUA8	Tsukushi	GO:0021960	anterior commissure morphogenesis	GO:0120036|GO:0060322|GO:0021955|GO:0021537|GO:0007275|GO:0120039|GO:0032990|GO:0030030|GO:0007399|GO:0048812|GO:0048856|GO:0021952|GO:0009653|GO:0021953|GO:0022008|GO:0048513|GO:0021954|GO:0048699|GO:0048858|GO:0030900|GO:0032989|GO:0007409|GO:0032502|GO:0032501|GO:0008150|GO:0061564|GO:0000904|GO:0031175|GO:0030182|GO:0000902|GO:0048667|GO:0007420|GO:0048468|GO:0048666|GO:0021960|GO:0048869|GO:0009987|GO:0007417|GO:0048731|GO:0016043|GO:0030154|GO:0071840	plasma membrane bounded cell projection organization|head development|central nervous system neuron axonogenesis|telencephalon development|multicellular organism development|plasma membrane bounded cell projection morphogenesis|cell part morphogenesis|cell projection organization|nervous system development|neuron projection morphogenesis|anatomical structure development|central nervous system projection neuron axonogenesis|anatomical structure morphogenesis|central nervous system neuron differentiation|neurogenesis|animal organ development|central nervous system neuron development|generation of neurons|cell projection morphogenesis|forebrain development|cellular component morphogenesis|axonogenesis|developmental process|multicellular organismal process|biological_process|axon development|cell morphogenesis involved in differentiation|neuron projection development|neuron differentiation|cell morphogenesis|cell morphogenesis involved in neuron differentiation|brain development|cell development|neuron development|anterior commissure morphogenesis|cellular developmental process|cellular process|central nervous system development|system development|cellular component organization|cell differentiation|cellular component organization or biogenesis
TSKU	UniProtKB:Q8WUA8	Tsukushi	GO:0060122	inner ear receptor cell stereocilium organization	GO:0060122|GO:0120036|GO:0048839|GO:0007275|GO:0030030|GO:0007399|GO:0048856|GO:0022008|GO:0048513|GO:0048699|GO:0032502|GO:0032501|GO:0008150|GO:0060113|GO:0030182|GO:0031175|GO:0060119|GO:0048468|GO:0048666|GO:0009987|GO:0007423|GO:0048869|GO:0042490|GO:0048731|GO:0043583|GO:0030154|GO:0016043|GO:0071840	inner ear receptor cell stereocilium organization|plasma membrane bounded cell projection organization|inner ear development|multicellular organism development|cell projection organization|nervous system development|anatomical structure development|neurogenesis|animal organ development|generation of neurons|developmental process|multicellular organismal process|biological_process|inner ear receptor cell differentiation|neuron differentiation|neuron projection development|inner ear receptor cell development|cell development|neuron development|cellular process|sensory organ development|cellular developmental process|mechanoreceptor differentiation|system development|ear development|cell differentiation|cellular component organization|cellular component organization or biogenesis
ATL1	UniProtKB:Q8WXF7	Atlastin-1	GO:0007409	axonogenesis	GO:0120036|GO:0007275|GO:0120039|GO:0032990|GO:0030030|GO:0007399|GO:0048812|GO:0048856|GO:0009653|GO:0022008|GO:0048699|GO:0048858|GO:0032989|GO:0007409|GO:0032502|GO:0032501|GO:0008150|GO:0061564|GO:0000904|GO:0030182|GO:0031175|GO:0000902|GO:0048667|GO:0048468|GO:0048666|GO:0048869|GO:0009987|GO:0048731|GO:0016043|GO:0030154|GO:0071840	plasma membrane bounded cell projection organization|multicellular organism development|plasma membrane bounded cell projection morphogenesis|cell part morphogenesis|cell projection organization|nervous system development|neuron projection morphogenesis|anatomical structure development|anatomical structure morphogenesis|neurogenesis|generation of neurons|cell projection morphogenesis|cellular component morphogenesis|axonogenesis|developmental process|multicellular organismal process|biological_process|axon development|cell morphogenesis involved in differentiation|neuron differentiation|neuron projection development|cell morphogenesis|cell morphogenesis involved in neuron differentiation|cell development|neuron development|cellular developmental process|cellular process|system development|cellular component organization|cell differentiation|cellular component organization or biogenesis
SOX1	UniProtKB:O00570	Transcription factor SOX-1	GO:0021521	ventral spinal cord interneuron specification	GO:0021515|GO:0007275|GO:0021517|GO:0060581|GO:0007399|GO:0048856|GO:0021511|GO:0021953|GO:0022008|GO:0021513|GO:0048513|GO:0021514|GO:0048699|GO:0009953|GO:0021510|GO:0048665|GO:0048663|GO:0032502|GO:0001708|GO:0032501|GO:0008150|GO:0060573|GO:0030182|GO:0007389|GO:0003002|GO:0048869|GO:0009987|GO:0021521|GO:0060579|GO:0007417|GO:0048731|GO:0045165|GO:0030154	cell differentiation in spinal cord|multicellular organism development|ventral spinal cord development|cell fate commitment involved in pattern specification|nervous system development|anatomical structure development|spinal cord patterning|central nervous system neuron differentiation|neurogenesis|spinal cord dorsal/ventral patterning|animal organ development|ventral spinal cord interneuron differentiation|generation of neurons|dorsal/ventral pattern formation|spinal cord development|neuron fate specification|neuron fate commitment|developmental process|cell fate specification|multicellular organismal process|biological_process|cell fate specification involved in pattern specification|neuron differentiation|pattern specification process|regionalization|cellular developmental process|cellular process|ventral spinal cord interneuron specification|ventral spinal cord interneuron fate commitment|central nervous system development|system development|cell fate commitment|cell differentiation
SOX1	UniProtKB:O00570	Transcription factor SOX-1	GO:0021884	forebrain neuron development	GO:0060322|GO:0007275|GO:0021879|GO:0007399|GO:0048856|GO:0022008|GO:0021953|GO:0048513|GO:0021954|GO:0048699|GO:0021872|GO:0030900|GO:0032502|GO:0032501|GO:0008150|GO:0030182|GO:0048468|GO:0048666|GO:0007420|GO:0048869|GO:0009987|GO:0021884|GO:0007417|GO:0048731|GO:0030154	head development|multicellular organism development|forebrain neuron differentiation|nervous system development|anatomical structure development|neurogenesis|central nervous system neuron differentiation|animal organ development|central nervous system neuron development|generation of neurons|forebrain generation of neurons|forebrain development|developmental process|multicellular organismal process|biological_process|neuron differentiation|cell development|neuron development|brain development|cellular developmental process|cellular process|forebrain neuron development|central nervous system development|system development|cell differentiation
SOX1	UniProtKB:O00570	Transcription factor SOX-1	GO:1904936	interneuron migration	GO:0008150|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:1904936|GO:0009987|GO:0048869|GO:0048870|GO:0001764|GO:0048731|GO:0030154|GO:0032502|GO:0016477|GO:0032501	biological_process|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|generation of neurons|interneuron migration|cellular process|cellular developmental process|cell motility|neuron migration|system development|cell differentiation|developmental process|cell migration|multicellular organismal process
